Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown0_10,Unknown0_11,Unknown0_12,Unknown0_13,Unknown0_14,Unknown0_15,Unknown0_16,Unknown0_17,Unknown0_18,Unknown0_19,Unknown0_20,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown1_6,Unknown1_7
"581","809","1213","1213","1213","809","1213","1213","809","1213","0","1213","0","0","809","809","794","54","0","1213","809","126","0","809","809","809","809","0","809","0"
"582","813","1219","1219","1219","813","1219","1219","813","1219","0","1219","0","0","813","813","798","54","0","1219","813","126","0","813","813","813","813","0","813","0"
"583","817","1225","1225","1225","817","1225","1225","817","1225","0","1225","0","0","817","817","802","54","0","1225","817","126","0","817","817","817","817","0","817","0"
"584","821","1231","1231","1231","821","1231","1231","821","1231","0","1231","0","0","821","821","806","54","0","1231","821","126","0","821","821","821","821","0","821","0"
"585","825","1237","1237","1237","825","1237","1237","825","1237","0","1237","0","0","825","825","810","54","0","1237","825","126","0","825","825","825","825","0","825","0"
"586","829","1243","1243","1243","829","1243","1243","829","1243","0","1243","0","0","829","829","814","54","0","1243","829","126","0","829","829","829","829","0","829","0"
"587","833","1249","1249","1249","833","1249","1249","833","1249","0","1249","0","0","833","833","818","54","0","1249","833","126","0","833","833","833","833","0","833","0"
"588","837","1255","1255","1255","837","1255","1255","837","1255","0","1255","0","0","837","837","822","54","0","1255","837","126","0","838","838","838","838","0","837","0"
"589","841","1261","1261","1261","841","1261","1261","841","1261","0","1261","0","0","841","841","826","54","0","1261","841","126","0","842","842","842","842","0","841","0"
"590","845","1267","1267","1267","845","1267","1267","845","1267","0","1267","0","0","845","845","830","54","0","1267","845","126","0","846","846","846","846","0","845","0"
"591","849","1273","1273","1273","849","1273","1273","849","1273","0","1273","0","0","849","849","834","54","0","1273","849","126","0","850","850","850","850","0","849","0"
"592","853","1279","1279","1279","853","1279","1279","853","1279","0","1279","0","0","853","853","838","54","0","1279","853","126","0","854","854","854","854","0","853","0"
"593","857","1285","1285","1285","857","1285","1285","857","1285","0","1285","0","0","857","857","842","54","0","1285","857","126","0","858","858","858","858","0","857","0"
"594","861","1291","1291","1291","861","1291","1291","861","1291","0","1291","0","0","861","861","846","54","0","1291","861","126","0","862","862","862","862","0","861","0"
"595","865","1298","1298","1298","865","1298","1298","865","1298","0","1298","0","0","865","865","850","54","0","1298","865","126","0","866","866","866","866","0","865","0"
"596","869","1304","1304","1304","869","1304","1304","869","1304","0","1304","0","0","869","869","854","54","0","1304","869","126","0","870","870","870","870","0","869","0"
"597","873","1310","1310","1310","873","1310","1310","873","1310","0","1310","0","0","873","873","858","54","0","1310","873","126","0","874","874","874","874","0","873","0"
"598","877","1316","1316","1316","877","1316","1316","877","1316","0","1316","0","0","877","877","862","54","0","1316","877","126","0","878","878","878","878","0","877","0"
"599","881","1322","1322","1322","881","1322","1322","881","1322","0","1322","0","0","881","881","866","54","0","1322","881","126","0","882","882","882","882","0","881","0"
"600","885","1328","1328","1328","885","1328","1328","885","1328","0","1328","0","0","885","885","870","54","0","1328","885","126","0","886","886","886","886","0","885","0"
"601","889","1334","1334","1334","889","1334","1334","889","1334","0","1334","0","0","889","889","874","54","0","1334","889","126","0","890","890","890","890","0","889","0"
"602","893","1340","1340","1340","893","1340","1340","893","1340","0","1340","0","0","893","893","878","54","0","1340","893","126","0","894","894","894","894","0","893","0"
"603","897","1346","1346","1346","897","1346","1346","897","1346","0","1346","0","0","897","897","882","54","0","1346","897","126","0","898","898","898","898","0","897","0"
"604","901","1352","1352","1352","901","1352","1352","901","1352","0","1352","0","0","901","901","886","54","0","1352","901","126","0","902","902","902","902","0","901","0"
"605","905","1358","1358","1358","905","1358","1358","905","1358","0","1358","0","0","905","905","890","54","0","1358","905","126","0","906","906","906","906","0","905","0"
"606","909","1364","1364","1364","909","1364","1364","909","1364","0","1364","0","0","909","909","894","54","0","1364","909","126","0","910","910","910","910","0","909","0"
"607","914","1370","1370","1370","914","1370","1370","914","1370","0","1370","0","0","914","914","899","54","0","1370","914","126","0","915","915","915","915","0","914","0"
"608","918","1376","1376","1376","918","1376","1376","918","1376","0","1376","0","0","918","918","903","54","0","1376","918","126","0","919","919","919","919","0","918","0"
"609","922","1382","1382","1382","922","1382","1382","922","1382","0","1382","0","0","922","922","907","54","0","1382","922","126","0","923","923","923","923","0","922","0"
"610","926","1388","1388","1388","926","1388","1388","926","1388","0","1388","0","0","926","926","911","54","0","1388","926","126","0","927","927","927","927","0","926","0"
"611","930","1394","1394","1394","930","1394","1394","930","1394","0","1394","0","0","930","930","915","54","0","1394","930","126","0","931","931","931","931","0","930","0"
"612","934","1400","1400","1400","934","1400","1400","934","1400","0","1400","0","0","934","934","919","54","0","1400","934","126","0","935","935","935","935","0","934","0"
"613","938","1406","1406","1406","938","1406","1406","938","1406","0","1406","0","0","938","938","923","54","0","1406","938","126","0","939","939","939","939","0","938","0"
"614","942","1412","1412","1412","942","1412","1412","942","1412","0","1412","0","0","942","942","927","54","0","1412","942","126","0","943","943","943","943","0","942","0"
"615","946","1418","1418","1418","946","1418","1418","946","1418","0","1418","0","0","946","946","931","54","0","1418","946","126","0","947","947","947","947","0","946","0"
"616","950","1424","1424","1424","950","1424","1424","950","1424","0","1424","0","0","950","950","935","54","0","1424","950","126","0","951","951","951","951","0","950","0"
"617","954","1430","1430","1430","954","1430","1430","954","1430","0","1430","0","0","954","954","939","54","0","1430","954","126","0","955","955","955","955","0","954","0"
"618","958","1437","1437","1437","958","1437","1437","958","1437","0","1437","0","0","958","958","943","54","0","1437","958","126","0","959","959","959","959","0","958","0"
"619","962","1443","1443","1443","962","1443","1443","962","1443","0","1443","0","0","962","962","947","54","0","1443","962","126","0","963","963","963","963","0","962","0"
"620","966","1449","1449","1449","966","1449","1449","966","1449","0","1449","0","0","966","966","951","54","0","1449","966","126","0","967","967","967","967","0","966","0"
"621","970","1455","1455","1455","970","1455","1455","970","1455","0","1455","0","0","970","970","955","54","0","1455","970","126","0","971","971","971","971","0","970","0"
"622","974","1461","1461","1461","974","1461","1461","974","1461","0","1461","0","0","974","974","959","54","0","1461","974","126","0","975","975","975","975","0","974","0"
"623","978","1467","1467","1467","978","1467","1467","978","1467","0","1467","0","0","978","978","963","54","0","1467","978","126","0","979","979","979","979","0","978","0"
"624","982","1473","1473","1473","982","1473","1473","982","1473","0","1473","0","0","982","982","967","54","0","1473","982","126","0","983","983","983","983","0","982","0"
"625","986","1479","1479","1479","986","1479","1479","986","1479","0","1479","0","0","986","986","971","54","0","1479","986","126","0","987","987","987","987","0","986","0"
"626","990","1485","1485","1485","990","1485","1485","990","1485","0","1485","0","0","990","990","975","54","0","1485","990","126","0","992","992","992","992","0","990","0"
"627","994","1491","1491","1491","994","1491","1491","994","1491","0","1491","0","0","994","994","979","54","0","1491","994","126","0","996","996","996","996","0","994","0"
"628","998","1497","1497","1497","998","1497","1497","998","1497","0","1497","0","0","998","998","983","54","0","1497","998","126","0","1000","1000","1000","1000","0","998","0"
"629","1002","1503","1503","1503","1002","1503","1503","1002","1503","0","1503","0","0","1002","1002","987","54","0","1503","1002","126","0","1004","1004","1004","1004","0","1002","0"
"630","1006","1509","1509","1509","1006","1509","1509","1006","1509","0","1509","0","0","1006","1006","991","54","0","1509","1006","126","0","1008","1008","1008","1008","0","1006","0"
"631","1010","1515","1515","1515","1010","1515","1515","1010","1515","0","1515","0","0","1010","1010","995","54","0","1515","1010","126","0","1012","1012","1012","1012","0","1010","0"
"632","1014","1521","1521","1521","1014","1521","1521","1014","1521","0","1521","0","0","1014","1014","999","54","0","1521","1014","126","0","1016","1016","1016","1016","0","1014","0"
"633","1018","1527","1527","1527","1018","1527","1527","1018","1527","0","1527","0","0","1018","1018","1003","54","0","1527","1018","126","0","1020","1020","1020","1020","0","1018","0"
"634","1022","1533","1533","1533","1022","1533","1533","1022","1533","0","1533","0","0","1022","1022","1007","54","0","1533","1022","126","0","1024","1024","1024","1024","0","1022","0"
"635","1026","1539","1539","1539","1026","1539","1539","1026","1539","0","1539","0","0","1026","1026","1011","54","0","1539","1026","126","0","1028","1028","1028","1028","0","1026","0"
