Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1
"3959","0.5","0.5","1","0","21"
"3960","1.674445E+07","0","1","0","1"
"3961","191","0","0","0","9"
"3962","1.671169E+07","0","2000","150","8"
"3963","1.671168E+07","0","1000","150","8"
"3964","1.671168E+07","8","400","128","8"
"3965","1.454025E+07","0","0","0","10"
"3966","1.671168E+07","0","2000","150","8"
"3967","1.671168E+07","0","1000","150","8"
"3968","1.61933E+07","20","2000","100","8"
"3969","1.671168E+07","20","10000","100","8"
"3970","8","0","0","0","9"
"3971","2658","0","0","1","26"
"3972","1.454025E+07","66170","0","0","17"
"3973","0","84661","0","-2.147484E+09","17"
"3974","1.559294E+07","0","0","0","10"
"3975","1.592191E+07","0","0","0","10"
"3976","-2.147484E+09","45120","0","-2.147484E+09","17"
"3977","0","66170","0","0","17"
"3978","1.454025E+07","0","0","0","10"
"3979","0","6256","0","-2.147484E+09","17"
"3980","0","66170","0","0","17"
"3981","1.454025E+07","0","0","0","10"
"3982","0","6365","0","-2.147484E+09","17"
"3983","0","66170","0","0","17"
"3984","1.454025E+07","0","0","0","10"
"3985","0","6366","0","-2.147484E+09","17"
"3986","0","66170","0","0","17"
"3987","1.454025E+07","0","0","0","10"
"3988","0","19970","0","-2.147484E+09","17"
"3989","0","66170","0","0","17"
"3990","1.454025E+07","0","0","0","10"
"3991","0","44050","0","-2.147484E+09","17"
"3992","0","66170","0","0","17"
"3993","1.454025E+07","0","0","0","10"
"3994","0","45991","0","-2.147484E+09","17"
"3995","0","66170","0","0","17"
"3996","1.454025E+07","0","0","0","10"
"3997","0","45992","0","-2.147484E+09","17"
"3998","0","66170","0","0","17"
"3999","1.454025E+07","0","0","0","10"
"4000","0","84660","0","-2.147484E+09","17"
"4001","0","66170","0","0","17"
"4002","1.631871E+07","0","1000","155","8"
"4003","2","0","0","0","9"
"4004","1","1","0","1.677722E+07","18"
"4005","3473461","0","0","0","1"
"4006","0.3","2","0","0","14"
"4007","102","0","0","0","9"
"4008","0","134013","0","0","17"
"4009","0","90144","0","0","17"
"4010","0","90145","0","0","17"
"4011","1.434287E+07","0","20000","50","8"
"4012","104","0","0","0","9"
"4013","2661","0","0","3","26"
"4014","2661","0","0","1","26"
"4015","0","88805","0","0","17"
"4016","0","88804","0","0","17"
"4017","2","0","0","0","7"
"4018","0","0.2","0.75","0","21"
"4019","2665","0","0","3","26"
"4020","1.671168E+07","0","0","0","1"
"4021","1598","0","0","1","26"
"4022","0","1","1","0","13"
"4023","1","0","1","0","21"
"4024","0","80818","0","0","17"
"4025","1.037231E+07","0","0","0","1"
"4026","176","0","0","0","9"
"4027","1.648412E+07","20","10000","100","8"
"4028","1.671168E+07","8","400","128","8"
"4029","1","5","0.2","0","21"
"4030","0","0","0","2905387","22"
"4031","0","1906","0","0","17"
"4032","2379","0","0","1","26"
"4033","2379","0","0","1","26"
"4034","9474189","0","1","0","13"
"4035","0","0","0","0","14"
"4036","40217","1","1","0","13"
"4037","1.61933E+07","20","2000","100","8"
"4038","1.61933E+07","20","2000","100","8"
"4039","1.61933E+07","20","2000","100","8"
"4040","3473461","0","0","0","1"
"4041","0.3","2","0","0","14"
"4042","1","20","5000","255","8"
"4043","1.54793E+07","1","1","-2.147484E+09","13"
"4044","0.5","0.5","1","0","21"
"4045","65280","0","0","0","1"
"4046","1.61933E+07","20","2000","100","8"
"4047","1.648412E+07","20","10000","100","8"
"4048","1.179648E+07","0","1","1","1"
"4049","1.597142E+07","20","450","60","8"
"4050","1.54793E+07","1","1","-2.147484E+09","13"
"4051","5505209","2","1","0","13"
"4052","257","0","0","2","26"
"4053","1.240826E+07","15","400","96","8"
"4054","1.009254E+07","1","1","0","13"
"4055","1.54793E+07","1","1","-2.147484E+09","13"
"4056","2673","0","0","2","26"
"4057","7105791","1","1","0","13"
"4058","1.671168E+07","8","400","128","8"
"4059","1945621","0","1","1","1"
"4060","267","0","0","3","26"
"4061","5204976","1","1","0","13"
"4062","6711039","0","0","0","1"
"4063","2471","0","0","2","26"
"4064","2674","0","0","2","26"
"4065","2674","0","0","1","26"
"4066","9764864","0","1","1","1"
"4067","1.54793E+07","1","1","0","13"
"4068","38356","0","1","1","1"
"4069","0.5","0.5","0","0","21"
"4070","1.54793E+07","2","1","-2.147484E+09","13"
"4071","0.3","0","1","0","15"
"4072","1.54793E+07","1","1","-2.147484E+09","13"
"4073","1.61933E+07","20","2000","100","8"
"4074","1.657144E+07","20","600","100","8"
"4075","5204976","1","1","0","13"
"4076","1.673811E+07","1","1","0","13"
"4077","1.54793E+07","1","1","-2.147484E+09","13"
"4078","1.54793E+07","1","1","-2.147484E+09","13"
"4079","1.54793E+07","1","1","-2.147484E+09","13"
"4080","1.200333E+07","1","1","-2.147484E+09","13"
"4081","1.54793E+07","1","1","-2.147484E+09","13"
"4082","5204976","1","1","0","13"
"4083","5204976","1","1","0","13"
"4084","8192210","1","1","0","13"
"4085","554752","1","1","-2.147484E+09","13"
"4086","2680","0","0","3","26"
"4087","0","5956","0","0","17"
"4088","0.5","0","0","0","14"
"4089","146","0","0","0","9"
"4090","2681","0","0","3","26"
"4091","422","0","0","2","26"
"4092","253","0","0","0","9"
"4093","1.285376E+07","0","0","0","1"
"4094","0","81320","1","0","17"
"4095","255","0","0","0","9"
"4096","0.5","0","0","-2.147484E+09","14"
"4097","4703464","0","0","0","1"
"4098","1.605632E+07","1","0","0","1"
"4099","256","0","0","0","9"
"4100","257","0","0","0","9"
"4101","258","0","0","0","9"
"4102","259","0","0","0","9"
"4103","2690","0","0","2","26"
"4104","260","0","0","0","9"
"4105","261","0","0","-2.147484E+09","9"
"4106","263","0","0","0","9"
"4107","2692","0","0","1","26"
"4108","325","0","0","3","26"
"4109","2693","0","0","3","26"
"4110","631","0","0","1","26"
"4111","0.5","0","0.3","-2.147484E+09","14"
"4112","4923787","0","0","0","1"
"4113","264","0","0","0","9"
"4114","2697","0","0","3","26"
"4115","2698","0","0","3","26"
"4116","2701","0","0","2","26"
"4117","146","0","0","0","9"
"4118","2705","0","0","3","26"
"4119","2706","0","0","2","26"
"4120","0","0","0.77","2905387","22"
"4121","2135280","0","0","0","1"
"4122","1.491317E+07","0","0","0","1"
"4123","2610","0","0","2","26"
"4124","0","0","0","0","11"
"4125","95","0","0","0","26"
"4126","1.671168E+07","8","400","128","8"
"4127","2713","0","0","1","26"
"4128","39912","0","0","0","1"
"4129","268","0","0","0","9"
"4130","269","0","0","0","9"
"4131","687","0","0","1","26"
"4132","1.671168E+07","100","600","255","8"
"4133","1.671168E+07","100","600","255","8"
"4134","1.236908E+07","0","0","0","1"
"4135","1084","0","0","3","26"
"4136","1.671168E+07","8","400","128","8"
"4137","270","0","0","-2.147484E+09","9"
"4138","1333","0","0","0","26"
"4139","2714","0","0","3","26"
"4140","1.677722E+07","0","0","0","1"
"4141","0.3","2","1000","0","14"
"4142","2717","0","0","2","26"
"4143","2720","0","0","3","26"
"4144","1.271302E+07","20","600","100","8"
"4145","271","0","0","0","9"
"4146","2724","0","0","3","26"
"4147","2723","0","0","3","26"
"4148","2725","0","0","3","26"
"4149","0","92498","0","0","17"
"4150","9240576","0","0","0","1"
"4151","1","0","1","0","21"
"4152","2726","0","0","0","26"
"4153","1.178442E+07","22","600","70","8"
"4154","2719","0","0","3","26"
"4155","2718","0","0","3","26"
"4156","2729","0","0","3","26"
"4157","2729","0","0","2","26"
"4158","2921","0","0","2","26"
"4159","95","0","0","2","26"
"4160","752","0","0","3","26"
"4161","0","0","1","0","21"
"4162","0.5","0","0","0","14"
"4163","2724","0","0","2","26"
"4164","9896191","0","0","0","1"
"4165","0.3","2","1000","0","14"
"4166","1.675853E+07","0","0","3","1"
"4167","4898138","0","0","0","1"
"4168","2730","0","0","3","26"
"4169","0","92553","0","0","17"
"4170","0","2048","0","0","17"
"4171","228","0","0","0","9"
"4172","2735","0","0","3","26"
"4173","410","0","0","0","9"
"4174","411","0","0","0","9"
"4175","275","0","0","0","9"
"4176","6711039","0","0","0","1"
"4177","1.636173E+07","2","1","-2.147484E+09","13"
"4178","2883","0","0","1","26"
"4179","1424508","0","0","0","1"
"4180","2737","0","0","3","26"
"4181","7995418","0","2000","255","8"
"4182","28","0","0","0","26"
"4183","2680","0","0","0","26"
"4184","131","0","0","-2.147484E+09","9"
"4185","151","0","0","0","9"
"4186","5767344","20","600","100","8"
"4187","2740","0","0","3","26"
"4188","256","0","0","0","9"
"4189","257","0","0","0","9"
"4190","2743","0","0","0","26"
"4191","2744","0","0","3","26"
"4192","2743","0","0","0","26"
"4193","468","0","0","0","9"
"4194","2744","0","0","3","26"
"4195","2575","0","0","1","26"
"4196","2710","0","0","3","26"
"4197","2745","0","0","1","26"
"4198","0","2","0.45","0","21"
"4199","2746","0","0","1","26"
"4200","1.339494E+07","0","0","0","1"
"4201","280","0","0","0","9"
"4202","401","0","0","0","9"
"4203","2575","0","0","2","26"
"4204","2563","0","0","2","26"
"4205","1.042022E+07","0","0","0","1"
"4206","2750","0","0","1","26"
"4207","0","67108","0","0","17"
"4208","0","134013","0","0","17"
"4209","458","0","0","3","26"
"4210","0","52489","0","0","17"
"4211","1","1","1","2905387","22"
"4212","0","0","1","0","1"
"4213","28","0","0","1","26"
"4214","1.671168E+07","8","400","128","8"
"4215","281","0","0","0","9"
"4216","7","0","0","1","26"
"4217","0.25","0","0","0","14"
"4218","2752","0","0","0","26"
"4219","6","0","0","0","9"
"4220","283","0","0","0","9"
"4221","282","0","0","0","9"
"4222","1.280496E+07","0","0","0","1"
"4223","2165","0","0","1","26"
"4224","1.468025E+07","0","0","60","1"
"4225","284","0","0","0","9"
"4226","176","0","0","0","9"
"4227","284","0","0","0","9"
"4228","176","0","0","0","9"
"4229","0","39688","0","0","17"
"4230","1333","0","0","3","26"
"4231","1","0","1","0","21"
"4232","1","0","1","0","21"
"4233","1.626347E+07","20","600","100","8"
"4234","1.648412E+07","20","10000","100","8"
"4235","1.671168E+07","0","0","0","1"
"4236","1.51609E+07","0","0","0","1"
"4237","285","0","0","0","9"
"4238","1.639066E+07","0","6","0","8"
"4239","1.54793E+07","0","6","0","13"
"4240","1.671168E+07","8","400","128","8"
"4241","2758","0","0","0","26"
"4242","7105791","0","0","0","13"
"4243","743","0","0","0","26"
"4244","0","0","1","0","21"
"4245","2189","0","0","2","26"
"4246","288","0","0","0","9"
"4247","287","0","0","0","9"
"4248","0.3","2","1","0","14"
"4249","0.4","0","0","0","14"
"4250","1.326643E+07","0","0","0","1"
"4251","2762","0","0","1","26"
"4252","5804782","0","0","0","1"
"4253","1.267434E+07","0","0","0","1"
"4254","1.625318E+07","0","0","0","1"
"4255","176","0","0","0","9"
"4256","141","0","0","0","9"
"4257","2765","0","0","2","26"
"4258","0.3","2","1","0","14"
"4259","321","0","0","0","9"
"4260","8493835","2","1","0","13"
"4261","2765","0","0","2","26"
"4262","456","0","0","0","9"
"4263","0","60618","0","0","17"
"4264","0","60618","0","0","17"
"4265","0","60618","0","0","17"
"4266","0","60618","0","0","17"
"4267","0","60618","0","0","17"
"4268","150","0","0","1","26"
"4269","369","0","0","3","26"
"4270","956","0","0","3","26"
"4273","8750469","0","0","0","1"
"4274","293","0","0","0","9"
"4275","294","0","0","0","9"
"4276","295","0","0","0","9"
"4277","0.9","0","0","0","14"
"4278","1.672196E+07","0","0","0","1"
"4279","2770","0","0","2","26"
"4280","2771","0","0","2","26"
"4281","1.240826E+07","15","400","96","8"
"4282","2787","0","0","3","26"
"4283","458","0","0","1","26"
"4284","467","0","0","0","9"
"4285","466","0","0","0","9"
"4286","465","0","0","0","9"
"4287","464","0","0","0","9"
"4288","463","0","0","0","9"
"4289","462","0","0","0","9"
"4290","461","0","0","0","9"
"4291","460","0","0","0","9"
"4292","459","0","0","0","9"
"4293","458","0","0","0","9"
"4294","457","0","0","0","9"
"4295","4605","0","0","0","26"
"4296","1186","0","0","2","26"
"4297","309","0","0","0","9"
"4298","310","0","0","0","9"
"4299","2773","0","0","0","26"
"4300","1411","0","0","3","26"
"4301","277","0","0","1","26"
"4302","2776","0","0","1","26"
"4303","4259964","0","0","0","1"
"4304","455","0","0","0","9"
"4305","1","1","0.5","34559","22"
"4306","0.5","0","0","0","14"
"4307","2777","0","0","1","26"
"4308","2779","0","0","1","26"
"4309","0","92891","0","0","17"
"4310","0","92892","0","0","17"
"4311","2920","0","0","1","26"
"4312","2782","0","0","3","26"
"4313","894","0","0","2","26"
"4314","1.671219E+07","0","0","0","13"
"4315","2783","0","0","2","26"
"4316","1411","0","0","3","26"
"4317","2784","0","0","3","26"
"4318","53526","0","0","0","1"
"4319","0","0","0.7","21781","22"
"4320","0","0","0","0","9"
"4321","312","0","0","0","9"
"4322","399","0","0","0","9"
"4323","6619136","0","0","0","1"
"4324","2535","0","0","1","26"
"4325","743","0","0","2","26"
"4326","458","0","0","3","26"
"4327","1.019792E+07","0","3","0","1"
"4328","3821312","0","0","0","1"
"4329","2788","0","0","0","26"
"4330","1.616384E+07","0","0","0","1"
"4331","2789","0","0","0","26"
"4332","458","0","0","1","26"
"4333","1.258285E+07","0","0","0","1"
"4334","0.75","0","2","0","14"
"4335","1.675254E+07","0","0","0","1"
"4336","0.75","0","2","0","14"
"4337","2790","0","0","1","26"
"4338","1.677686E+07","0","0","0","1"
"4339","0.75","0","2","0","14"
"4340","2792","0","0","3","26"
"4341","314","0","0","0","9"
"4342","2793","0","0","1","26"
"4343","314","0","0","0","9"
"4344","315","0","0","0","9"
"4345","315","0","0","0","9"
"4346","0","0","0.6","2660560","22"
"4347","1.096894E+07","0","0","0","1"
"4348","478","0","0","0","9"
"4349","316","0","0","0","9"
"4350","318","0","0","0","9"
"4351","1.133773E+07","0","0","0","1"
"4352","2796","0","0","0","26"
"4353","2796","0","0","0","26"
"4354","1.199309E+07","0","0","0","1"
"4355","0.5","0","1","0","14"
"4356","1.019802E+07","0","1","0","1"
"4357","1.019802E+07","0","0","0","1"
"4358","0.9","0","0","0","14"
"4359","322","0","0","0","9"
"4360","328","0","0","0","9"
"4361","324","0","0","0","9"
"4362","325","0","0","0","9"
"4363","296","0","0","0","9"
"4364","2797","0","0","3","26"
"4365","327","0","0","0","9"
"4366","2835","0","0","1","26"
"4367","1","0","3","1.677722E+07","18"
"4368","1.373645E+07","0","1","0","1"
"4369","1","1","0","1.677722E+07","18"
"4370","30921","0","1","0","1"
"4371","8158332","0","2","0","1"
"4372","1.671168E+07","8","400","128","8"
"4373","2803","0","0","2","26"
"4374","2802","0","0","1","26"
"4375","2797","0","0","1","26"
"4376","2803","0","0","2","26"
"4377","2804","0","0","0","26"
"4378","277","0","0","2","26"
"4379","330","0","0","0","9"
"4380","330","0","0","-2.147484E+09","9"
"4381","331","0","0","0","9"
"4382","484","0","0","0","9"
"4383","485","0","0","0","9"
"4384","0.5","0","1","983295","22"
"4385","327","0","0","0","9"
"4386","333","0","0","0","9"
"4387","334","0","0","0","9"
"4388","2759","0","0","2","26"
"4389","2759","0","0","2","26"
"4390","0.35","1","1","0","14"
"4391","0.35","1","1","0","14"
"4392","0.25","1","1","0","14"
"4393","0.75","1","1","0","14"
"4394","0","0","0","0","1"
"4395","336","0","0","0","9"
"4396","0.75","1","1","0","14"
"4397","0","0","0","0","1"
"4398","316","0","0","0","9"
"4399","2806","0","0","3","26"
"4400","2815","0","0","3","26"
"4401","2809","0","0","3","26"
"4402","0.5","0","1","28601","22"
"4403","0.5","0","0.8","983295","21"
"4404","1333","0","0","3","26"
"4405","2812","0","0","3","26"
"4406","0.5","0","0","0","14"
"4407","0","0","0","0","1"
"4408","2820","0","0","0","26"
"4409","65535","0","0","0","1"
"4410","2820","0","0","0","26"
"4411","2916","0","0","1","26"
"4412","6","0","0","0","9"
"4413","2827","0","0","1","26"
"4414","338","0","0","0","9"
"4415","339","0","0","0","9"
"4416","340","0","0","0","9"
"4417","338","0","0","0","9"
"4418","343","0","0","0","9"
"4419","345","0","0","0","9"
"4420","257","0","0","0","9"
"4421","7702962","0","0","0","1"
"4422","408","0","0","0","9"
"4423","2828","0","0","1","26"
"4424","218","0","0","3","26"
"4425","2829","0","0","0","26"
"4426","2829","0","0","0","26"
"4427","2830","0","0","2","26"
"4428","2831","0","0","0","26"
"4429","344","0","0","0","9"
"4430","7036045","0","0","0","1"
"4431","7036045","0","0","0","1"
"4432","0.5","0","1","1.337472E+07","22"
"4433","2832","0","0","2","26"
"4434","2834","0","0","3","26"
"4435","347","0","0","0","9"
"4436","346","0","0","0","9"
"4437","348","0","0","0","9"
"4438","277","0","0","1","26"
"4439","326","0","0","0","9"
"4440","327","0","0","0","9"
"4441","350","0","0","0","9"
"4442","2555970","0","0","0","1"
"4443","0.65","0","2","0","14"
"4444","0","1","1","0","13"
"4445","0.5","0","0.5","3881736","22"
"4446","0","0","1","0","1"
"4447","2555970","0","0","0","1"
"4448","0.4","0","0","0","14"
"4449","0","1","0","0","13"
"4450","351","0","0","0","9"
"4451","480","0","0","0","9"
"4452","558","0","0","3","26"
"4453","2840","0","0","1","26"
"4454","2331","0","0","3","26"
"4455","1.54793E+07","0","6","0","13"
"4456","2841","0","0","3","26"
"4457","2842","0","0","2","26"
"4458","743","0","0","1","26"
"4459","1769216","0","0","0","1"
"4460","983145","0","1","0","1"
"4461","0","0","1","11422","22"
"4462","0","0","1","1.003674E+07","22"
"4463","743","0","0","0","26"
"4464","2847","0","0","1","26"
"4465","0","0","1","1.269862E+07","22"
"4466","0","0","1","40503","22"
"4467","63200","0","0","0","1"
"4468","357","0","0","0","9"
"4469","0","0","1","1848461","22"
"4470","0","90844","0","0","17"
"4471","0","74577","0","0","17"
"4472","0","0","1","1.541558E+07","22"
"4473","0","82488","0","0","17"
"4474","0","0","1","2804778","22"
"4475","0","33244","0","0","17"
"4476","327","0","0","0","9"
"4477","326","0","0","0","9"
"4478","2","2","0.5","43775","22"
"4479","2850","0","0","1","26"
"4480","1.671168E+07","0","0","0","1"
"4481","88","0","0","0","9"
"4482","0","364","0","0","9"
"4483","1517661","0","0","0","1"
"4484","579","0","0","2","26"
"4485","245","0","0","0","9"
"4486","176","0","0","0","9"
"4487","1.673018E+07","0","0","0","1"
"4488","0","0","0.75","0","21"
"4489","8750584","0","0","0","1"
"4490","317","0","0","0","9"
"4491","363","0","0","0","9"
"4492","6132480","0","0","0","1"
"4493","0","0","724","0","9"
"4494","2758","0","0","0","26"
"4495","365","0","0","0","9"
"4496","7105791","0","0","0","13"
"4497","0","81320","0","0","17"
"4498","0","81321","0","0","17"
"4499","2855","0","0","3","26"
"4500","473","0","0","0","9"
"4501","2857","0","0","0","26"
"4502","0","0","0","0","1"
"4503","1608","0","0","0","26"
"4504","15","0","0","0","21"
"4505","0","0","1","0","21"
"4506","6052956","0","0","0","1"
"4507","2","2","0.5","43775","22"
"4508","2880","0","0","2","26"
"4509","0","0","1","0","21"
"4510","8224125","0","0","0","1"
"4511","367","0","0","0","9"
"4512","368","0","0","0","9"
"4513","2858","0","0","3","26"
"4514","453","0","0","0","9"
"4515","2882","0","0","2","26"
"4516","382","0","0","0","9"
"4517","1697","0","0","3","26"
"4518","2888","0","0","3","26"
